sentiment;text
Positive; مطلوب نصيحه منك لكي نستحضر الخشوع
Positive; استاذ عمرو يا ريت شوية تركيز على اخوتنا في بورما انهم يتعرضوا لحرب اباده حقيقيه
Positive; ?يا رب بلغنا رمضان و أنت راضي عنا 
Positive; الخشوع أمر مهم جــدا في الصلاة
Positive; ?ان شاء الله يتقبل الله صلاتنا و يزيد في صلاتنا الخشوع
Positive; ?جزاك الله كل خير دكتور عمرو و ربنا يتقبل منا و منكم سائر الاعمال 
Positive; ?كل شخص فينا بيتمنى الخشوع في صلاته يا رب يتقبل صلاتنا و صيامنا
Positive; ? نسأل الله العفو و العافية
Positive; فعلا الله يبعدنا عن الكذب
Positive; ?اللهم ثبتنا على قيام الليل في رمضان
Positive; ?الحمد لله نامل من الله ان يمن علينا بالهدايه
Positive; يا رب إجعلنا من الصالحين
Positive; صار بدها بطارية التقوى شحن
Positive; ?الخشوع إحساس جميل جد أمام الله القلب يحب و الدمع صافي و متعه و بعد الصلاة راحه فائقه أتمنى لكل المسلمين هذا الخشوع
Positive; ?ماأجمل الحب و الأخوة في الله أن نخاف على بعضنا حتى في علاقتنا مع ربنا شئ رائع جدا 
Positive; نرجو من الله أن يتقبل صلاتنا رغم ما تمر به بلدنا من أزمة صار الواحد خايف على نفسه و مستعجل بصلاته و أنا كلما صليت اعتبرها صلاة مودع فيخشع قلبي و تدمع عيناي
Positive; ليت كل ايام السنة رمضان
Positive; ربنا يبارك فيك
Positive; يا رب اريد تجديد ايماني ساعدني
Positive;  اي صح و حاليا فاقده الاثنين
Positive; تماما .اللهم لا تحرمنا الصدق في الكلام
Positive; ?انا كل يوم أقول غدا سوف اصلي لكن لا اقدر و انا أدعوا الله دائما ان يهديني .أرجو من من يملك حل مراسلتي.
Positive; صلوا علي من بكي شوقاً لرؤيتنا
Positive; طريق واحد عدم اليئس هو طريق النجاح
Positive; اني احبك في الله
Positive; ربنا يقوينا ويقدرنا
Positive; تبتنا ياربن علي دكرك وشكرك و حسن الخشوع في صلاتك
Positive; اشتاق للصلاه ودائما 
Positive; ايارب يتقبل منا
Positive; اصلي يروح الهم ينشرح صدري ب الصلاة
Positive; ربنا يوفق الجميع علي الخشوع
Positive; أسوء شيء ان تكذب لأنك ستبدأ سلسلة لا نهاية لها من الأكاذيب و في النهاية ستكشف
Positive; اللهم اعنا على ذكرك وشكرك وحسن عبادتك
Positive; ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين
Positive; حفظ سور جديدة و تسميعها فى الصلاة يساعد على التركيز
Positive; الحمدلله وربنا يجعلنا من المداومين عليها والخاشعين
Positive; بدعى على طول بأن الله يرزقنى الخشوع 
Positive; ان الله لا يضيع أجر المحسنين
Positive; وسط لا يوجد تركيز
Positive; الحمدلله من كل ضيق اسجد لله احس ان فى اعله مستوا وانسا واتذلل الى الله ليحمينى من فتن الدنيا واحسن منزلى فى الجنه
Positive; يارب يتقبل منا والله العقل مو فاضي والقلب مكسور
Positive; لو نريد الخشوع حقا نطلق الدنيا
Positive; ازعج شي الكذب
Positive; يارب أعيني علي دكرك وشكرك وحسن عبادتك 
Positive; ربي ينعم علينا بنعمة الخشوع 
Positive; بنحاول فى كل مره نكون افضل
Positive; الله يتئبل صلاتنا
Positive; الخشوع هو المرحلة التالية للتركيز والتركيز يأتى بإطالة القراءة والتدبر واطالة الركوع والسجود
Positive; يا رب نستغفرك ونتوب اليك
Positive; نسأل الله تعالى أن تكون بحق أرحنا بها يا بلال و ليس أرحنا منه
Positive; الله يرحمنا برحمته
Positive; الحب في الله شيء جميل جدا 
Positive; الله يتمم افراح الجميع يا رب
Positive; عشان هيك قال النبي صلى الله عليه وسلم إن الكذب يهدي إلى الفجور...والفجور يهدي إلى النار
Positive; ما في احلى من الفرح 
Positive; اللمة هي احلى اشي بالافراح
Positive; الله يفرح الكل ويجمع بين المتحابين على خير
Positive; بارك الله لكما وبارك عليكما وجمع بينكما على خير
Positive; يا رب ارزقنا الفرح والسعادة 
Positive; الحمد انا متفائلة جدا في كا امور حياتي ورح اضل هيك دائما
Positive; ظني بالله جميل
Positive; الله يستر على بنات المسلمين جميعا
Positive; اللهم ارزق ابناء المسلمين زوجات صالحات وبنات المسلمين ازواج صالحين
Positive; الله لا يحرم حدا من العائلة الدافية والذرية الصالحة
Positive; كلام سليم والصراحه راحه
Positive; احلى اشي في الحياة الاستقرار مع زوج صالح
Positive; الله يسعد كل البشر امين يا رب
Positive; يا ريت لو يعملوا دورات قبل الزواج 
Positive; الله يهدي النفوس
Positive; بدي اروح عمرة الله ييسر
Positive; نفسي اروح عمرة واشوف الكعبة
Positive; يا طيبة الخير جينا
Positive; يا طيبة بالروح افتدينا
Positive; والله انت الحبيبة يا طيبة
Positive; ونشوف اغلى الاحبة في الروضة الرحيبة
Positive; يا الله استجب دعائي ياالله مادكيت بابك يوم ورحعتني خالية الوفاض
Positive; الله يرزقها كل مشتهي يا رب
Positive; عمرتنا كانت مميزة جدا ورائعة
Positive; صباح الورد والفل
Positive; صباح السعادة العامرة
Positive; صباحات الانوار 
Positive; صباح العسل 
Positive; صباح الزنبق والفل والياسمين
Positive; صباح الاماني الجميلة المحققة باذن الله
Positive; صباح الخير والفل
Positive; صباح الخيرات والعبادات
Positive; يا الله ارحم عبدك الفقير المسكين وجميع المسلمين والمسلمات
Positive; صباح الورد الجوري الحمر والخمري
Positive; صباح الوجه الصبوح 
Positive; صباح كل جميل في هذا الكون
Positive; صباحكم سعادة وعبادة مقبولة ان شاء الله
Positive; يا رب استجب دعائنا وانصر اهلنا في سوريا
Positive; اللهم كن مع اخواننا في سوريا 
Positive; لا تحزن ان الله معك
Positive; لا تحزن الدنيا ما فيها اشي تحزن عليه
Positive; لا تحزن على دنا فانية بل احزن على آخرة باقية
Positive; اعملوا لآخرتكم 
Positive; امين
Positive; امتنا ما في زيها 
Positive; شبابنا زي الوردة بس بدهم حدا يدعمهم
Positive; الله اكبر ما احلاكم وما اشجعكم
Positive; يا هيك الشباب يا بلاش
Positive; الله حيهم هالشباب انتوا القدوة
Positive; والله رفعتوا راسنا يا شباب الله يقويكم
Positive; الحمد لله الذي نصرنا نصرا مؤزرا
Positive; ايوه هيك بدنا ياكم يا شباب مش بس لعب وتسلاية
Positive; شبابنا فيهم الخير بس بدهم حدا يرشدهم 
Positive; الله اكبر ولله الحمد
Positive; ونعم بالله عزوجل
Positive; يااااااااااا الله ما احلاه من خبر والله فرحتوني
Positive; رجعتولنا الفرحة اللي نسيناها
Positive; يا حلالي ويا مالي ايوش هييييييييك لازم من زمان
Positive; الله حيهم ما اكبرهم هالسباب
Positive; ما احسنهم الله يكون معهم
Positive; ياي ما ازكاه هاد الاكل
Positive; ما في احلى من انه الواحد يوكل وينام
Positive; احلى اشي الواحد يوكل بدون ما يطبخ
Positive; نفسي يوم اكل وانا مش مستعجلة
Positive; يميييي شو هالاكلات الزاكبة هاي شهتونا
Positive; كلام جميل 
Positive; يا هيك الاكل يا بلا لش الحكي
Positive; ما الزه شكله بشهي بدييييي
Positive; يا عمي ما في احلى من الاكبل
Positive; والله الكل نعمة كبيرة 
Positive; احمدك ربى على كل ما اعطيت وعلى كل ما منعت
Positive; يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا
Positive; تحياتي ياشيخ
Positive; نعم صدقت لله درك
Positive; رب كريم
Positive; ونعم.بالله أرحم الراحمين وأنيس المستوحشين
Positive;  معلومه ممتازه
Positive; اللهم اسعد كل انسان
Positive; يا عطاء. يامنان يا اكرم الاكرمين
Positive; لاتنساني من دعائك الصالح شيخنا..
Positive; ماخاب من دعا إلى الله
Positive; اللهم اصلح لنا حالنا
Positive; دربي زدني ثقتا بك فانه لايخيب من وثق بك
Positive; وفقكم الله
Positive; صدقت والله انت تريد وانا اريد والله يفعل ما يريد
Positive; حماك الله من النكد
Positive; حفظ الله ابناء وبنات الأمة جميع
Positive; من كانت له عزيمة لن ييأس   ومن ابتغى الأجر من الله ثابر  حياكم الله اخي مؤمن
Positive; يالله ارحم احبتى واشفهم وعافهم واعف عنهم
Positive; عن جد انتى ما شاء الله عليكى جزاكى الله كل خير
Positive; فعلا الله يجزيك كل الخير دكتور والله يثبتنا على ديننا
Positive; الله عليك يا شيخ تحفة
Positive; ومن احسن قولاممن دعاالي وعمل صالحاووقال انني من المسلمين  
Positive; نعم احسنت   واجبة على كل مسلم وحق لكل مسلم.. فتح الله عليكم
Positive; احسنت و ابدعت و وصفت ما يدور او يجول في راس كل شاب ملتزم و كل فتاه عفيفه نقيه تقيه
Positive; والله اني لاحس بالشفقة علابنات الجامعات 
Positive; ربي يهديهن
Positive; فاظفر بذات الدين تربت يداك
Positive; يارب اهدي بنات وشباب المسلمين الي ما يرضيك عنهم وكفيهم شر فتن الدنيا والاخره
Positive; ?و نعم الصديق
Positive; اللهم استرنا وجميع بنات المسلمين
Positive; مقال رائع والله يهدي بناتنا ياااارب ويرجعهم للصواب 
Positive; بجد موضوع رائع وانا اجد انه مناسب ايضا لهذا الوقت يارب احفظنا من جميع الفتن 
Positive; موضوع اكتر من رآئع ...
Positive; يعطيك العافية 
Positive; نفع الله بك يا دكتور
Positive; ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الرائع في الحوار 
Positive; العفو
Positive; اللهم ارزقنا وإياك الجنه 
Positive; واجعلنا من سكانها
Positive; أسأل الله أن يرزقني من يدعو لي في ظهر الغيب 
Positive; كلام بليغ اللهم أرزقنا الزوج الصالح من يعرف معني رفقا بالقوارير
Positive; يا سلام على الوفاء اللي اتفقد في عصرنا ويا حسرتاه على الحب الذي بات مجرد كلمات
Positive; إنه غير مسلم ويعرف قلبه الوفاء فكيف حال المسلمين اللهم أرزق بنات المسلمين زوجا طيبا محبا مثله 
Positive; #احسنوا الظن 
Positive; الحب الحقيقي عملة نادرة فعلاً وهو نعمة كبيرة من الله عزوجل
Positive; عظيم هو إسلامنا  
Positive; طيب الله انفاسك وياسلام لو الشباب او الشابات اذا احبو يحبون كجب شاه جاهان وممتاز محل
Positive; أنا أقدر الاخلاص و الوفاء بشكل كبير 
Positive; ده عمله نادرة...الاخلاق ملهاش علاقه بالدين
Positive; طيب انا عايزه اشوف القصر
Positive; ?اللهم ارزقنا الصدق و الاخلاص
Positive; والله اني احبك في الله يا 
Positive; جزاك الله كل خير بسمة أمل رائعة وشيقة جد
Positive; اذا دم البشر أحمر
Positive; فدمك عود مع عنبر
Positive; وكل منهو دنا منك
Positive; يشم الطيب ويتعطر يا دكتور عمر
Positive; الوفاء اصبح شئ نادر يكاد يكون معدوم
Positive; مااجمل الوفاء
Positive; الاسلام ليس فيه رهبانيه
Positive; حلوه اوى
Positive; اما في الدين فتصير اخوة في الله وهي ارقى العلاقات الانسانية...بصحيح الحديث (رب اخ لم تلده امك)
Positive; اللهم ارزقنا زوجا صالحا محبا مثل
Positive; قصه جميله ودايما انا بحب اسمع البرنامج
Positive; اللهم اذقنا حبا رائعا حلالا طاهر
Positive; يا سلام على الوفاء
Positive; قصة رائعه ياريت كل الرجال هيك
Positive; الحب بين الزوجين أوسع أبواب السعادة
Positive; الارواح جنود مجنده من تعارف منها أأتلف ومن تنافر منها اختلف
Positive; هذا هو الحب الاصيل الوفي بكل معنى الوفاء
Positive; الوفاء في غير قلبك ما لقيت
Positive; وان مدحتك بالقصائد ماوفيت
Positive; الله يوفقنا لصداقة امثالهم
Positive; قصة حقيقية رائعة فيها عبرة لكل زوج وزوجة فيها المودة والرحمة 
Positive; الزمن الجميل 
Positive; على الأقل هناك رجل وفي لإمرأة أحبها وهذا يسعدني
Positive; الحب الان بقى تيك اواى قليل اوى لما نلقى انسان مخلص فى حبه مع ان الحب ده اجمل واسما عاطفة فى الوجود
Positive; إذا غلبك أمر وعجزت عن التعامل معه فكرر ((يا حي يا قيوم برحمتك استغيث))
Positive; ثبتك الله يا أستاذي و نصرك
Positive; من رافق وافق
Positive; هكذا المسلمون
Positive; يالله ما اروع هائولاء الناس
Positive; إنما المؤمنون أخوة
Positive; حلو
Positive; الله يا ريت كنا في ذاك الزمن
Positive; اتمنى ان يواسينا العرب بمصابنا 
Positive; يا سلام ما أحلى أن يواسي المسلم أخاه  هذه هي أخلاق الإسلام التي أصبحنا نفتقدها يوماً بعد يوم
Positive; اللهم اروقنى من يواسينى فى الدنيا والاخر
Positive; القدوة الحسنة خير من النصيحة
Positive; الهم اجعلنا اخوة في الله واحشرنا مع الصديقين والشهداء والصالحين 
Positive; هاي اخلاق خليلنا الحبيب
Positive; الله الله على اخلاق الصحابه...اصحاب رسول الله
Positive; الله غلى المسلمين فى توادهم وتراحمهم
Positive; اجمل نابلس
Positive; ?الله احفظ احبابي و اصدقائي من الحسد و الكيد و الفتنة و العين
Positive; ونعم الصديق
Positive; قال رسولنا الكريم: مثل المؤمنين في توادهم وتراحمهم كالجسد الواحد اذا اشتكى منه عضو تداعى لسائر الجسد بالسهر والحمى
Positive; هاكدا هو دين المحبه الصحيح .. بس للاسف الكثيرين يتبنوه حسب ما يشتهون 
Positive; المواساة والمحبة بكل الامور رمز الاخوة 
Positive; ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب
Positive; الله ايه الجمال ده سبحانك ربي
Positive; حلو كلامك عزيزي
Positive; يا الله عالمواساه يرحم ايام زمان
Positive; ما أجمل ديننا الاسلامي 
Positive; الله ياريت يبقى فى اخلاق كدة فى الوقت دة
Positive; دعوة المؤمن لأخيه بظهر الغيب أسرع من البرق
Positive; للهم اعنا على ادراك هذا المعنى العظيم يا رب 
Positive; اشداء على الكفار رحماء بينهم
Positive; بارك الله فيك
Positive; يارب اجمع امتك علي دينك يارب وشت اعداء الدين
Positive; المومين الى بعضهم كالبناء الزى يشد بعضة البعض
Positive; اللهم ارزقنا الصحبه الصالحة
Positive; قل لي من تصاحب أقول لك من أنت
Positive; انت يا دكتور خير اخ ربنا يزور عليك
Positive; اصدقاء اوفياء ونتعلم منهم
Positive; يجب على المسلم ان يواسى اخوه فى الاسلام
Positive; فعلا
Positive; دعوة اخاك بظهر الغيب لا ترد
Positive; ما اروعهم 
Positive; نعم الاخ وما أطيب قلبه
Positive; دخيل عينك يادكتور كلامك ذهب
Positive; اللهم لم شمل جميع المسلمين
Positive; خلق الايثار
Positive; عم الرجال
Positive; برك الله فيك وجعلاهاء في مزان حسناتيك
Positive; اللهم انر قلوب المسلمين و ايقظهم من غفلتهم 
Positive; ضع امنياتكم في سجده انساها وتاكد ان الله لن ينساها ابدا
Positive; والنعم والاخلاق والنعم والصداقه والنعم ف الاخوه
Positive; روعه
Positive; اللهم رزقنا مكارم الاخلاق
Positive; نعم الصديق الوفى
Positive; هذا هو الدين 
Positive; ايه الاحساس الراقى ده
Positive; انتا عظيم يا راجل
Positive; حياك اللة
Positive; اللهم ارزقنا ان نكون مثلهم
Positive; ياسلام حلوشديد
Positive; دي اخلاق السلف الصالح
Positive; ما اجمل الاخاء
Positive; صح الصح كمان
Positive; الحمد لله على نعمة الإسلام
Positive; هادي الاخوة الصادقة
Positive; قول يارب وخذ قرار 
Positive; اللهم اكفني بحلالك عن حرامك واغنني بفضلك عمن سواك 
Positive; فوق من اللي انت فيه ربك دايما جمبك لو ناديتو هتلاقيه ..جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار  
Positive; كلنا ما انتصرنا على نفسنا وعلى الحاجة ددي إلي متعبتنا ومبعدتنا عن الله .  
Positive; والله الرساله دي جاتلي في وقتها قولت اكيد ربنا بعتهالي  الحمد لله وخات القرار 
Positive;" الحمد لله الذي هدانا لهذا..."""
Positive; للهم أملأ قلبي بحبك وحب نبيك وحب كل عمل يقربني إلي حبك
Positive; اللهم إني أستغفرك من كل الذنوب والمعاصي وأتوب إليك
Positive; كرامتي افضل من سعادتي
Positive; تركنا الحرام من اجل ربنا حبيبنا ووالله سيعوضنا خيرا 
Positive; اترك ما تهوى لاجل من تخشى 
Positive; يارب أخرجنا من ذل المعصيه إلي عز الطاعه
Positive; والحاجة الي انت بتحبها دي هي مش اكتر من حاجة زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين
Positive; سلمت امري ل ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي 
Positive; مافى أجمل من قوله يارب ومن يتجه الى الله عز وجل لن يتركه الله ابدا
Positive; كل شئ في حب الله تهون وحب ربنا أقوى بكتير من أى حاجه
Positive; اللهم اعنا ع ترك كل ما لا ترضي 
Positive; ربنا يتوب علينا من المعاصى
Positive; كلام جى فى وقته 
Positive; ?صح لسانك
Positive; اللهم اعنى على ترك المعاصى حبا فى نور وجهك
Positive; اللهم اكفني بحلالك عن حرامك واغنني بفضلك عمن سواك يا رب
Positive; قول يارب ادعي كتير انك تكره هذه المعصيه وربنا كريم
Positive; قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق
Positive; متخافش يامؤمن قول يارب وحب ربك دة هو اللى خلق النعمة اللى انت متعلق بيها يعنى هو اعظم من النعمة دى وانت عارف كدة
Positive; يا رب خد بياايدينا يااجبرنا ياجبار السموات والارض
Positive; امين يا رب انت شاب زي الفل ما شاء الله عليك
Positive; اللهم إني اسألك صبراً
Positive; اللهم إن كان لي عوض على صبري
Positive; فإجعل اللهم عوضي فيه 
Positive; هذا اكيد
Positive; كلام حلو ومشجع 
Positive; ربنا المستعان ادعولنا ارجوكم
Positive; يا عني علي ذكرك و شكرك و حسن عبادتك
Positive; اللهم امليء قلبي بحبك 
Positive; انا فعلا عملت كده والحمدلله بقيت احسن من غير الحجات الي ربنا خدها مني الحمدلله
Positive; صلآة آلفجر 
Positive; اللهم أنزع من قلبى حب كل شىء لا تحبه
Positive; فوق من اللي أنت فيه ربك دايمًا جنبك
Positive; فعلا ده صحىح مثلا زى سماع الاغانى التى تلهى عن زكر الله لو تركتها لله ىملا الله قلبك بحبه ولاتشغل بالك الا بذكره
Positive; اللهم اهدنا ثم ثبتنا 
Positive; لا كرامه في الحب والغرام
Positive; ربنا يقويكى على اخد القرار الصح واحسنى الظن بالله وتوكلى عليه وربنا يقويكى على ضعفك ياااااااااارب ويعدك عن الغلط ده
Positive; اللهم أعنا على ذكرك وشكرك وحسن عباتك
Positive; يارب ساعدني وقويني وساعدني أخد حبيبي
Positive; اللهم قونا على نفوسنا الضعيفة
Positive; والله هذا الى حصل معانا ومع ناس كثيرة بدل حب الحرام بحب الحلال يبدل الله كيانك
Positive; يارب عوضنا خير مما أخذ منا
Positive; من يتوكل على الله فهو حسبه
Positive; صحيح كل هالشغلة بس قرار وبظن كلنا قادرين نآخدة اذا استعنا وتوكلنا ع الله
Positive; يارب قويني
Positive; أنا فعلا قررت وأخدت القرار ده وحاسة براحة وسعادة كبيرة أوي بقربي من ربنا بجد الحمد لله
Positive; ?كلام سليم الف بالميه و الله
Positive; يا الله كلامك بلسم
Positive; يارب احمينا من شرور انفسنا وسىئات اعمالنا
Positive; نعم فالنجعل حب الله هو الغايه وربنايسامح كل تائب
Positive; استعينوا بالله يا مسلمين
Positive; الله أكرم ألآكرمين اللهم أعنا على أنفسنا واللهم أرضى عنك يارب العالمين
Positive; اخذت القرار لكن برجع تانى وخايفه اموت وانا بغضب ربنا سبحانه وتعالى مع انى انا حسه انى قلبى مليان وعامر بنور الله اعمل ايه اجوك انصحنى
Positive; النية دايما بتكون موجودة وربنا المعين
Positive; ربنا يكتر من امثالك يا مصطفى
Positive; سأترك حبك ليس كرها فيك ولكن لكثرة الشركاء فية
Positive; ارجوك يا استاذنا الفاضل ادعيلي بالنجاح في مسابقة المجستير العام القادم والشفاء بارك الله فيك
Positive; ?اي و الله صحيح أهم شي الانسان كرامته
Positive; من ترك شيئا لله عوضه الله نورا وايمانا في قلبه
Positive; ربنا يصلح حالنا جميعا
Positive; من ترك شيئا لله عوضه الله خيرا منه
Positive; ??ـ? ???ـ?? ???? ???ـ? ??ـ?? ?? ???? ???ـ?  
Positive; يارب كرهنى وابعدنى فيما يغضبك
Positive; بطلت كتير وكل ما ابطل والتزم مع ربنا برجع تاني وكل اما ارجع ارجع اكتر من الاول
Positive; اللهم أبعد عنى شهوات الدنيا وقربنى منك وأغفر لى ولكل المومنين
Positive; ربنا لتزغ قلوبنا بعد إذ هديتنا
Positive; المهم الدعاء في السجود حتى تغسل عينيك الدموع
Positive; اللهم انى استغفرك واتوب اليك
Positive; ?عين العقل و ربي
Positive; يا رب تقوينا على طاعتك
Positive; ادعي من الله ان يقوني علي طاعته
Positive; يا ارحم الراحمين يا الله
Positive; لا يغير الله ما بقوم حتى يغيروا ما بانفسهم
Positive; اللهم أعنا على تقواك
Positive; يارب ثبتنا بعد اخذ القرار لان هو ده الاهم و الاصعب
Positive; حقيقى لازم نجمد قلبنا عن اى حاجة غلط
Positive; وانا من الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لاننا عارفين انه لا ملجأ لنا الا لله
Positive; انا اخدت قرار وبعدت عن معصيه لله وقدرت وربي وفقني
Positive; عجل يا الله
Positive; هستوكم 
Positive; قمة البلاغة
Positive; اللهم قوِّ إيماننا لنكون أصحاب عزيمة و قرار 
Positive; يارب اهدنا وقوى عزيمتا الى ما تحب وترضى
Positive; يارب اعني على هذا القرار
Positive; يا رب ما لنا سواك
Positive; فعلا والله هو القرار والثبات عليه
Positive; يارب يقوينا جميعا على طاعته وحسن عبادته 
Positive; الله المستعان
Positive; اعنا يا ربنا
Positive; يارب أنت المستعان فأعنا واهدنا يارب الكون أجمع استجب
Positive; اللهم اهدنا لكل عمل يقربنا اللى حبك
Positive; ?كلام جميل الكرامة أفضل و ابقى للإنسان
Positive; ربك دايما جنبك لو ناديتوا ها تلاقه
Positive; والله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم
Positive; يا مقلب القلوب والابصار ثبت قلبى على دينك
Positive; ,انت جيت في وقتك والله
Positive; جميله اوى اوى اوى يارب الكل يحس معنى الكلام ده
Positive; إنه دين يسر وليس بدين عسر
Positive; يارب ناخذ القرار الصح
Positive; اذا استعنت بالله وتوكلت عليه ونيتك كانت صادقة ..سوف يقف الله بجوارك...ولن يخزلك ابدا ..?احبك ربى 
Positive; والله قررات من دلواتى يا مصطفى بس انا عاز رايك فى حاجات كتير 
Positive; كلام رائع وفي وقته وربنا قادر علي كل شئ
Positive; مفيش اجمل من ان الانسان يحافظ على كرامته
Positive; لا تقنتوا من رحمه الله فهي وسعت كل شيء مهما عصينا فلنا رب كبير رحيم ورحمن
Positive; خت قرار كتير وبرجع تاني بحاول اتغير ومش عرفة
Positive; قولى يارب .. ثم توكلى عليه انه نعم المولى و نعم الوكيل.و احتسبى عنده ما تظنين انك لا تقدرين عليه 
Positive; قول يا رب وخد قرار 
Positive; يا رب اعني ع إتخاذ القرار
Positive; ستجد مساعدة الله وعونه لك عندما تكن النية صادقة
Positive; احبك ربي 
Positive; اللهم اهدنا الى صراطتك المستقيم
Positive; أكيد جزاك الله خيرا
Positive; وعجلت اليك ربي لترضى
Positive; احسنت كلام دقيق جد
Positive; مفيش اكرم ولا ارحم من ربنا
Positive; يارب تهدينا إلي الصراط المستقيم
Positive; ربنا يعنا علي كل شيء
Positive; يااااارب إغفر لي ذنبي وأرزقني حبك .هوربنا ممكن يكره حد لو فضل يكرر ذنبه بعد الإستغفار
Positive; اللهم إني اعود بك من الذنوب التي تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك
Positive; يارب كون معاي .وإنو من ترك شيئآ لله عوضه الله خيرآ منها في الدنيا قبل الآخره جربو وحتشوفوا بعينكم إللي حيحصل
Positive; اجمل حاجه في الحياه كلها اننا نرضي ربنا وبس مش كتير والله علي ربنا بالعكس ده ولا حاجه في نعمته علينا كفايه اننا مسلمين بس الحمد لله 
Positive; جزاك الله خيرا ياأستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من أمثالك
Positive; اللهم تب علينا انك التواب الرحيم
Positive; يا رب قويني علي نفسي
Positive; الله ع الكلام الجميل
Positive; وعلي الله قصد السبيل
Positive; ربنا يقدرنى ويعفو عنى
Positive; اللهم أرزقنا فعل الخيرات وترك المنكرات
Positive; ياااااارب اعنا على عدم معصيتك
Positive; والله نفسى بس الواحد بيجى علية فترات ينسى يعمل اية بجد
Positive; وبشر الصابرين
Positive; اسل الله ان يستجيب دعائكم
Positive; فاهجر تجد عوضا عما تفارقه
Positive; اميره ممكن اضافه لو سمحتي
Positive; ونعم بالله من أختار قرب الله فما خاب ابدآآآآ الله على دى راحه وده شعور الحمد لل
Positive; ?لا وحده مع القران هو انيسي ام الغرام فلا احتاجه مطلقا
Positive; يارب ارزق العزيمة لاتخاذ القرار ويا رب اخلفنا خيرا منه
Positive; يارب اوقف جنبي وقدرني
Positive; ربك دايما جنبك لو نديته هتلاقيه 
Positive; يارب طهر قلوبنا
Positive; يا رب قدرنى
Positive; ربنا يسهل
Positive; ونعمه بالله
Positive; يارب اعنا علي ترك المعاصي ماحيينا
Positive; ونعم بالله العلي العظيم
Positive; اكيد طبعا حب ربنا احسن من حب اي حد وانا فعلا عملت كدا
Positive; الحب مش ذل
Positive; اللهم اعصمنا م معصيتك
Positive; الله على الكلام  يا رب أعينا
Positive; تركنا كل شئ من اجل رضا الله اللهم ارضى عنا
Positive; يارب وانت إدعيلي
Positive; لأن بالفعل في شي
Positive; ياااارب قربني إليك وأقترب لي أكثر
Positive; روشتة علاج لأخطر الإسقام بارك الله في كاتبها
Positive; يارب اهدينا للصواب
Positive; اللهم اهدنا فيمن هديت وعافنا فيمن عافيت
Positive; رائع ولاجمل ?حب ربنا
Positive; ?لك كلك ذوق و حكمه
Positive; ربنا يعيننا علي نفسنا
Positive; ركز في الإجابه وقول يارب وخد قرار 
Positive; من ترك شيءا لله عوضه الله خيرا منه
Positive; اللهم لا تجعل لحب الدنيا سلطانا على قلبي بل اجعل حبك في قلبي سلطانا
Positive; ان شاء الله ربنا يعينا على فعل الطاعات
Positive;" اللهم معنا علي طاعتك ورضاك وقوي عذامئنا """
Positive; اللهم انزع من قلوبنا مالا يرضيك
Positive; ربنايقويك اتشجعي وخوذي قرار وخلي الصحبة الصلحة جنبيك
Positive; يارب توب علينا وساعدنا نتوب وبصرنا بعيوبنا لان ساعات كتير بننسه
Positive; ربنايحفظك ياشيخ
Positive; الكرامة فوق كل شيء
Positive; رضيت بالله ربا وبالاسلام دينا وبمحمد صلى الله عليه وسلم نبيا ورسولا
Positive; ربنا يثبته
Positive; اللهم انصر الإسلام وأعز المسلمين
Positive; وعجلت اليك ربي لترضي ,, احُبك ربي
Positive; الحمد لله على نعمة الاسلام وكفى يها نعمة
Positive; الله يثبته يا رب ويثبتنا احنا كمان 
Positive; ربنا يستر واخلاق المتاسلمين لا ترجعه مرة اخرى
Positive; اللهم اهدنا صراطك المستقيم
Positive; اللهم اعز المسلمين
Positive; الله يثبت قلبك على ديننا الاسلام
Positive; ?بجد تحفة
Positive; فى ناس كتيرربنااكرمهابنعمة الاسلام ولكنهالاتدرك قيمتها
Positive; ربى يزيدن ايمان وتقه يارررب
Positive; اللهم ثبتنا بالقول الثابت في الحياة الدنيا وفي الاخرة
Positive; الحمد الله على الاسلام .. يا رب اهدي كل من احب هذاا الدين وكل من تردد في دخوله .. وارحمنا جميعا 
Positive; سبحان يهدي من يشاء ?إله إ?الله محمدرسول الله
Positive; يهدي الله من يشاء
Positive; تبارك الرحمن اللهم زد فينا وبارك لنا ياارحم الرحمين
Positive; اللهم ثبتنا وثبته على دينك الحنيف وسنة نبيك
Positive; ما اروع برنامج الطريق الى الله
Positive; الحمد لله كلما ارى ناس اسلموا تعم الفرحة في قلبي
Positive;  احسن علاج هذا
Positive; الحمد لله على الفهم
